yearID,teamID,name,W,L,world_series_winner,win_pct,run_diff_per_game,runs_per_game,ops,home_runs_per_game,stolen_bases_per_game,era,whip
2020,LAN,Los Angeles Dodgers,43,17,1,0.7166666666666667,2.2666666666666666,5.816666666666666,0.8206627094001742,1.9666666666666666,0.48333333333333334,3.02,1.056311881188119
2020,TBA,Tampa Bay Rays,40,20,0,0.6666666666666666,1.0,4.816666666666666,0.7526862327769688,1.3333333333333333,0.8,3.56,1.2185723310170564
2020,SDN,San Diego Padres,37,23,0,0.6166666666666667,1.4,5.416666666666667,0.7982494325425205,1.5833333333333333,0.9166666666666666,3.86,1.2030749519538757
2020,MIN,Minnesota Twins,36,24,0,0.6,0.9,4.483333333333333,0.7427929454644954,1.5166666666666666,0.23333333333333334,3.58,1.2038961038961038
2020,OAK,Oakland Athletics,36,24,0,0.6,0.7,4.566666666666666,0.7177361922657812,1.1833333333333333,0.43333333333333335,3.77,1.2341526520051747
2020,ATL,Atlanta Braves,35,25,0,0.5833333333333334,1.0,5.8,0.8317672905731635,1.7166666666666666,0.38333333333333336,4.41,1.361729179910998
2020,CHA,Chicago White Sox,35,25,0,0.5833333333333334,1.0,5.1,0.7790202447520822,1.6,0.3333333333333333,3.81,1.2618595825426946
2020,CLE,Cleveland Indians,35,25,0,0.5833333333333334,0.65,4.133333333333334,0.6889293519837637,0.9833333333333333,0.4166666666666667,3.29,1.1138059701492538
2020,CHN,Chicago Cubs,34,26,0,0.5666666666666667,0.4166666666666667,4.416666666666667,0.7046732487691556,1.2333333333333334,0.4,3.99,1.2212218649517683
2020,NYA,New York Yankees,33,27,0,0.55,0.75,5.25,0.7886376246478981,1.5666666666666667,0.45,4.35,1.244340878828229
2020,TOR,Toronto Blue Jays,32,28,0,0.5333333333333333,-0.16666666666666666,5.033333333333333,0.7655296681414181,1.4666666666666666,0.55,4.6,1.4618805590851336
2020,SLN,St. Louis Cardinals,30,28,0,0.5172413793103449,0.1896551724137931,4.137931034482759,0.6940354734882113,0.8793103448275862,0.3103448275862069,3.9,1.2262156448202959
2020,CIN,Cincinnati Reds,31,29,0,0.5166666666666667,0.0,4.05,0.7149399444365098,1.5,0.4666666666666667,3.84,1.2182539682539681
2020,MIA,Miami Marlins,31,29,0,0.5166666666666667,-0.6833333333333333,4.383333333333334,0.7030146425495263,1.0,0.85,4.86,1.4523809523809523
2020,HOU,Houston Astros,29,31,0,0.48333333333333334,0.06666666666666667,4.65,0.7197926842505156,1.15,0.36666666666666664,4.31,1.3148854961832062
2020,MIL,Milwaukee Brewers,29,31,0,0.48333333333333334,-0.2833333333333333,4.116666666666666,0.7024202310155535,1.25,0.25,4.16,1.2274484536082473
2021,SFN,San Francisco Giants,107,55,0,0.6604938271604939,1.2962962962962963,4.962962962962963,0.769134742873167,1.4876543209876543,0.4074074074074074,3.24,1.147766323024055
2021,LAN,Los Angeles Dodgers,106,56,0,0.654320987654321,1.6604938271604939,5.1234567901234565,0.7588063951612438,1.462962962962963,0.4012345679012346,3.01,1.0971074380165289
2021,TBA,Tampa Bay Rays,100,62,0,0.6172839506172839,1.271604938271605,5.290123456790123,0.7501012483269773,1.3703703703703705,0.5432098765432098,3.67,1.1678497824593541
2021,HOU,Houston Astros,95,67,0,0.5864197530864198,1.2654320987654322,5.327160493827161,0.7834969155028864,1.3641975308641976,0.3271604938271605,3.78,1.231833910034602
2021,MIL,Milwaukee Brewers,95,67,0,0.5864197530864198,0.7098765432098766,4.555555555555555,0.7132020561611137,1.1975308641975309,0.5061728395061729,3.5,1.1789693593314763
